f;t;count;st_astext
11459;11552;1;LINESTRING(673065.85399984 6580390.18699411,673229.295999835 6581404.00099405)
16940;12028;1;LINESTRING(665566.048999902 6615106.85299561,670885.221999868 6584687.63799465)
13268;14638;1;LINESTRING(677375.67599976 6579026.60799282,675755.723999793 6579270.94899334)
14438;12410;1;LINESTRING(676255.201999776 6583183.82599313,671826.32699986 6580698.12199444)
16582;17339;1;LINESTRING(666121.789999912 6600513.61799562,665449.061999938 6583388.40899591)
15338;15029;1;LINESTRING(672599.213999852 6577084.57699428,677246.970999764 6578229.67599288)
14608;15468;1;LINESTRING(676571.372999773 6581270.50799305,675033.475999811 6576720.61299359)
12096;11470;1;LINESTRING(671125.857999871 6580333.69699463,674623.823999814 6579711.16799367)
12270;11424;1;LINESTRING(671137.443999856 6590203.36099452,673763.995999823 6583227.18099388)
14795;12024;1;LINESTRING(674853.432999811 6578316.17499362,671342.712999861 6584423.15299453)
15843;11582;1;LINESTRING(671746.115999873 6572189.55499456,673013.625999842 6579377.71999414)
7400;17095;1;LINESTRING(663763.708999932 6606917.88299606,665421.978999921 6599766.25499578)
13178;11491;1;LINESTRING(678969.345999715 6583284.24099221,673536.444999831 6580747.82899397)
11465;11470;1;LINESTRING(672568.30799985 6579389.32399426,674623.823999814 6579711.16799367)
11939;11646;1;LINESTRING(672014.343999843 6589688.91599429,673282.366999834 6581500.62799404)
15324;15784;1;LINESTRING(677255.774999764 6577967.81299288,671620.028999873 6573375.83299458)
7440;17147;1;LINESTRING(663769.138999932 6606799.96999606,665736.972999926 6591775.95399578)
19214;19392;1;LINESTRING(690305.06299932 6589849.640987,691049.204999286 6589849.66298658)
11556;17037;1;LINESTRING(672035.793999854 6582297.39499437,665639.244999927 6592198.19599579)
11556;16923;1;LINESTRING(672035.793999854 6582297.39499437,666294.882999922 6590342.46499567)
14598;15739;1;LINESTRING(675091.006999791 6587963.49399342,676699.846999777 6577669.13899306)
14795;15780;1;LINESTRING(674853.432999811 6578316.17499362,671352.502999877 6573257.61399465)
6635;16966;1;LINESTRING(661493.923999968 6590865.1479966,664889.730999912 6613825.85699577)
11661;16385;1;LINESTRING(672149.780999852 6582307.27499434,665649.896999926 6593061.67699579)
12131;16958;1;LINESTRING(671564.523999857 6585278.24499446,664765.707999913 6613664.87799579)
15328;12409;1;LINESTRING(675247.502999804 6578181.03999351,670983.389999872 6580879.88099466)
15165;14644;1;LINESTRING(676672.809999777 6577775.79499307,677132.64999976 6581983.19399286)
15309;12199;1;LINESTRING(666945.77199993 6575939.81399566,671207.89999987 6580160.02099461)
15363;15912;1;LINESTRING(676889.520999773 6577703.930993,668912.592999907 6576009.61599522)
14772;14444;1;LINESTRING(675352.872999801 6579202.08099346,676267.419999784 6578484.27199319)
16746;16766;1;LINESTRING(665710.723999917 6600957.5529957,665201.656999928 6595860.25699585)
12228;15032;1;LINESTRING(671209.254999861 6586242.22699455,674810.332999808 6580781.2539936)
15007;16333;1;LINESTRING(675467.315999795 6581042.1709934,664098.038999922 6612813.91399594)
15245;11496;1;LINESTRING(675833.114999796 6576326.85899335,674332.131999816 6581245.28799374)
16729;11331;1;LINESTRING(665015.04599993 6595954.47699589,666836.882999915 6590211.05899556)
15646;10194;1;LINESTRING(678341.175999749 6573501.17299258,683471.635999621 6572034.50199069)
15141;11440;1;LINESTRING(675395.361999802 6577688.53099347,672893.941999839 6582799.70899413)
12131;79;1;LINESTRING(671564.523999857 6585278.24499446,675109.831999805 6579126.14899354)
11249;12230;1;LINESTRING(666957.276999914 6589867.57699553,671247.208999861 6585874.24799454)
12136;11577;1;LINESTRING(670042.542999885 6580960.2779949,674611.25999981 6581656.70099365)
11249;17098;1;LINESTRING(666957.276999914 6589867.57699553,665545.70399992 6599787.25199575)
11635;11172;1;LINESTRING(674007.249999821 6581851.35199383,667572.373999905 6591211.80499538)
11615;15233;1;LINESTRING(673140.494999838 6580749.03199409,676059.883999794 6575207.2839933)
15763;15587;1;LINESTRING(671116.462999878 6575019.46499469,677120.824999778 6572327.586993)
11517;16033;1;LINESTRING(674474.445999813 6581478.07299369,673898.332999831 6577201.78899392)
12378;15033;1;LINESTRING(670707.287999877 6580551.59099473,674830.231999808 6580603.5239936)
15935;1278;1;LINESTRING(673484.85299984 6575904.99299405,673213.644999837 6581065.86599406)
2454;11261;1;LINESTRING(673636.697999828 6581385.93899394,668005.075999903 6588611.49299531)
11856;11520;1;LINESTRING(672280.540999839 6589937.10199422,674524.899999813 6581109.74299368)
14674;13483;1;LINESTRING(674898.300999806 6580803.31599358,682646.963999627 6579595.36499088)
14441;11592;1;LINESTRING(676796.370999764 6583354.65299295,673238.458999839 6579099.48899408)
12142;16385;1;LINESTRING(670808.553999876 6580094.89299471,665649.896999926 6593061.67699579)
18567;6248;1;LINESTRING(645086.730000037 6602979.3739986,646617.699000034 6601316.26999847)
16320;16384;1;LINESTRING(665556.100999919 6599754.38499574,665063.908999931 6594656.29499589)
12228;16923;1;LINESTRING(671209.254999861 6586242.22699455,666294.882999922 6590342.46499567)
15974;11484;1;LINESTRING(673374.148999842 6575489.72099408,672164.424999852 6582191.97099434)
11217;17037;1;LINESTRING(669195.143999888 6588095.99299503,665639.244999927 6592198.19599579)
16849;12278;1;LINESTRING(666143.490999911 6600805.83099561,669823.179999884 6584163.27699492)
14433;15005;1;LINESTRING(676859.676999771 6578847.38799299,674803.83099981 6579935.31199362)
23354;13428;1;LINESTRING(686429.169999494 6583658.57198914,683717.929999595 6579650.41499044)
11811;13338;1;LINESTRING(674023.971999804 6592372.84199369,678687.618999695 6596458.2509921)
15363;11021;1;LINESTRING(676889.520999773 6577703.930993,667836.007999911 6583689.27899539)
13268;14928;1;LINESTRING(677375.67599976 6579026.60799282,674850.998999809 6579796.9059936)
15165;15818;1;LINESTRING(676672.809999777 6577775.79499307,670867.366999879 6576889.13799473)
16003;11492;1;LINESTRING(673319.933999843 6575694.0319941,673988.148999823 6580931.26999384)
16964;12036;1;LINESTRING(665550.954999902 6615557.09199561,669450.859999891 6583261.85099502)
16541;16384;1;LINESTRING(665359.874999921 6600974.46099578,665063.908999931 6594656.29499589)
15729;16096;1;LINESTRING(676878.491999773 6577556.86799301,671412.25199987 6578150.52799458)
15950;11521;1;LINESTRING(673429.077999841 6575577.37199407,674548.197999814 6580094.18999369)
13220;11567;1;LINESTRING(677815.94599975 6579407.53999267,674348.955999815 6582015.46499372)
15243;11496;1;LINESTRING(676093.169999793 6575420.65299328,674332.131999816 6581245.28799374)
7440;16996;1;LINESTRING(663769.138999932 6606799.96999606,665496.272999903 6615449.44599562)
11453;11248;1;LINESTRING(672549.910999845 6582373.61099423,668118.497999901 6589103.65899528)
15243;9791;1;LINESTRING(676093.169999793 6575420.65299328,678770.028999752 6567000.38499253)
15363;13738;1;LINESTRING(676889.520999773 6577703.930993,682403.662999636 6578632.56499099)
14534;11493;1;LINESTRING(677019.74899974 6593711.95599272,673510.17199983 6582215.27099397)
11598;4568;1;LINESTRING(673731.125999825 6582339.9269939,662072.149999985 6565566.62999667)
14771;11483;1;LINESTRING(675282.172999802 6579178.22799348,673563.78299983 6581082.44799396)
11490;16923;1;LINESTRING(672684.361999841 6583490.05699418,666294.882999922 6590342.46499567)
7319;16731;1;LINESTRING(663706.775999931 6607577.78699606,665004.011999931 6594813.5409959)
15717;1920;1;LINESTRING(675734.804999799 6576271.17699338,673353.426999835 6580586.63799403)
13253;14999;1;LINESTRING(677299.557999761 6579243.65199284,674849.124999809 6579621.41099361)
15479;9211;1;LINESTRING(675138.68899981 6575855.02699357,674500.711999829 6571504.00699381)
15182;11531;1;LINESTRING(675657.582999799 6576671.4709934,673884.632999822 6582419.77399386)
16706;7609;1;LINESTRING(665567.93299992 6599665.04399574,663575.086999929 6611726.74999605)
16161;11493;1;LINESTRING(671026.390999875 6577937.88999468,673510.17199983 6582215.27099397)
16964;7629;1;LINESTRING(665550.954999902 6615557.09199561,663531.618999931 6610263.47999607)
2433;2570;1;LINESTRING(638015.116000043 6609313.25199909,633322.082000044 6612236.14599934)
12152;79;1;LINESTRING(670941.048999866 6585432.20699462,675109.831999805 6579126.14899354)
9873;15397;1;LINESTRING(678917.705999747 6568264.97299246,676662.491999785 6573269.88899313)
16029;13250;1;LINESTRING(673076.585999844 6577532.95799414,678048.066999746 6578613.8179926)
11469;14928;1;LINESTRING(673734.362999828 6580741.28599392,674850.998999809 6579796.9059936)
23409;14491;1;LINESTRING(685856.710999519 6581990.88398944,676947.56899977 6578259.07199297)
11575;11948;1;LINESTRING(674144.079999822 6579531.38699381,672069.99099985 6584405.96199434)
12228;16924;1;LINESTRING(671209.254999861 6586242.22699455,666531.666999919 6590171.36499562)
14794;11483;1;LINESTRING(675487.382999798 6579240.70499342,673563.78299983 6581082.44799396)
12319;15002;1;LINESTRING(670591.78099988 6579397.88399478,674668.14399981 6581500.41499363)
11189;11520;1;LINESTRING(667492.730999911 6587702.69099543,674524.899999813 6581109.74299368)
11501;13372;1;LINESTRING(674557.52399981 6582584.89999366,677947.190999735 6585538.49899253)
11249;7955;1;LINESTRING(666957.276999914 6589867.57699553,661612.179999962 6596569.59099654)
14589;13254;1;LINESTRING(676354.891999781 6579187.21899315,677499.487999758 6578768.24799278)
11575;12325;1;LINESTRING(674144.079999822 6579531.38699381,671970.398999852 6584280.77599436)
7440;16966;1;LINESTRING(663769.138999932 6606799.96999606,664889.730999912 6613825.85699577)
11914;14998;1;LINESTRING(672836.835999832 6587719.19799409,675282.292999799 6581025.93199346)
11578;13515;1;LINESTRING(674243.231999818 6581416.28199376,683739.129999594 6579557.59899043)
11644;12035;1;LINESTRING(674484.995999816 6579781.47499371,672003.445999855 6581872.57299438)
11614;16012;1;LINESTRING(673459.742999831 6581549.76899399,668351.183999913 6577021.64799534)
12378;15084;1;LINESTRING(670707.287999877 6580551.59099473,674901.847999809 6579713.69499359)
14931;11552;1;LINESTRING(674663.397999812 6580220.56499366,673229.295999835 6581404.00099405)
11515;11552;1;LINESTRING(674567.604999814 6580225.40399368,673229.295999835 6581404.00099405)
13517;15076;1;LINESTRING(682940.069999618 6579582.91699076,675044.228999808 6578268.49199357)
8969;9345;1;LINESTRING(667932.897999928 6568335.05299551,671594.616999876 6571819.7819946)
11650;11470;1;LINESTRING(672542.56099985 6579471.99899426,674623.823999814 6579711.16799367)
7406;16958;1;LINESTRING(663786.12799993 6608612.35999604,664765.707999913 6613664.87799579)
15335;9359;1;LINESTRING(672880.882999848 6576836.35099421,671349.53299988 6571602.85299467)
6891;14601;1;LINESTRING(660937.72899997 6593488.60199668,674747.928999797 6588428.25999352)
14766;12011;1;LINESTRING(675622.752999797 6578630.44099338,674045.814999816 6584610.37099378)
14658;13129;1;LINESTRING(676225.971999748 6598656.45899291,671025.946999849 6596892.80499447)
12198;15393;1;LINESTRING(671745.810999861 6580494.17999447,676582.062999779 6577663.2129931)
7440;11289;1;LINESTRING(663769.138999932 6606799.96999606,667031.316999918 6585965.14199555)
11217;17036;1;LINESTRING(669195.143999888 6588095.99299503,665808.877999925 6592215.74999576)
15175;15033;1;LINESTRING(670275.523999888 6576904.96899488,674830.231999808 6580603.5239936)
14490;11587;1;LINESTRING(676912.609999771 6578447.37299298,672200.422999857 6578521.99299437)
11624;11481;1;LINESTRING(672784.334999844 6581014.67399418,673669.097999829 6580822.86799394)
15972;13250;1;LINESTRING(674065.825999829 6576539.42499388,678048.066999746 6578613.8179926)
2454;15257;1;LINESTRING(673636.697999828 6581385.93899394,675548.9529998 6577169.78299343)
15164;14641;1;LINESTRING(676170.252999787 6577957.36999322,676294.632999779 6581277.33899314)
11566;16042;1;LINESTRING(672741.490999843 6581992.99499418,670130.466999888 6577820.05999491)
16039;15499;1;LINESTRING(672313.442999857 6577296.58199435,676280.534999791 6574593.05399324)
12019;14572;1;LINESTRING(670247.816999877 6585480.2639948,675830.427999785 6582947.26299326)
13354;15019;1;LINESTRING(677953.429999736 6584878.13699254,675076.064999803 6581109.41999352)
12057;14651;1;LINESTRING(669550.046999886 6585773.40599497,676935.474999767 6580184.09199295)
17186;12208;1;LINESTRING(665303.044999942 6581802.91399595,670215.438999883 6581020.55499485)
12375;15046;1;LINESTRING(669496.755999893 6580859.87599503,674731.111999808 6581502.17799362)
16039;13787;1;LINESTRING(672313.442999857 6577296.58199435,679425.685999713 6578916.45399212)
12131;16401;1;LINESTRING(671564.523999857 6585278.24499446,665797.973999925 6592311.10199576)
12161;11520;1;LINESTRING(670461.736999875 6584644.93399475,674524.899999813 6581109.74299368)
15010;14444;1;LINESTRING(674968.239999806 6580188.26299356,676267.419999784 6578484.27199319)
11469;10835;1;LINESTRING(673734.362999828 6580741.28599392,677245.984999777 6571321.26199298)
14997;15580;1;LINESTRING(675345.685999797 6581219.66899343,675777.510999797 6576500.23399337)
12378;14673;1;LINESTRING(670707.287999877 6580551.59099473,676376.725999779 6580253.31299313)
12142;12331;1;LINESTRING(670808.553999876 6580094.89299471,671052.999999864 6586017.87099459)
10091;14636;1;LINESTRING(684215.3189996 6571741.54699038,676143.353999785 6579303.06299321)
12019;15034;1;LINESTRING(670247.816999877 6585480.2639948,675348.561999797 6581580.64499343)
12229;16385;1;LINESTRING(670978.396999865 6586305.9189946,665649.896999926 6593061.67699579)
12043;11476;1;LINESTRING(670983.796999867 6584550.27599462,673671.969999829 6580537.50499394)
15237;15397;1;LINESTRING(673145.984999844 6576925.85299413,676662.491999785 6573269.88899313)
11249;16707;1;LINESTRING(666957.276999914 6589867.57699553,665532.953999921 6599148.70799576)
11188;16707;1;LINESTRING(668176.090999901 6588383.16699527,665532.953999921 6599148.70799576)
16739;5940;1;LINESTRING(665681.550999918 6599406.46699572,651026.897000015 6611910.27599798)
16599;15035;1;LINESTRING(666061.169999942 6574267.39099586,674709.23899981 6580522.07199364)
11614;15370;1;LINESTRING(673459.742999831 6581549.76899399,676368.906999784 6577369.17999317)
12079;11567;1;LINESTRING(670407.660999874 6585869.07499476,674348.955999815 6582015.46499372)
11249;12180;1;LINESTRING(666957.276999914 6589867.57699553,671739.716999855 6584635.62999442)
15935;14935;1;LINESTRING(673484.85299984 6575904.99299405,674978.086999806 6580283.36699356)
15141;15173;1;LINESTRING(675395.361999802 6577688.53099347,670287.769999888 6576368.20699488)
11182;16730;1;LINESTRING(667828.017999906 6588182.90199535,664957.496999931 6595588.34199591)
11655;9020;1;LINESTRING(673941.730999828 6578572.09199389,667312.929999934 6568758.41499564)
16039;15703;1;LINESTRING(672313.442999857 6577296.58199435,678424.318999739 6577989.47199248)
8018;7671;1;LINESTRING(663389.626999941 6601019.37399617,664004.199999923 6612616.80899596)
12115;14946;1;LINESTRING(671813.349999859 6580899.48399444,675860.770999784 6582856.64499325)
13455;13516;1;LINESTRING(684808.060999562 6579085.61798998,683772.570999594 6579366.03299042)
14912;15019;1;LINESTRING(677080.503999766 6578962.04299292,675076.064999803 6581109.41999352)
11583;11470;1;LINESTRING(672361.855999853 6579408.82099431,674623.823999814 6579711.16799367)
16039;13251;1;LINESTRING(672313.442999857 6577296.58199435,679649.002999707 6579073.13399203)
15489;11531;1;LINESTRING(675650.075999799 6576941.5439934,673884.632999822 6582419.77399386)
16203;11492;1;LINESTRING(664071.920999953 6582731.95899619,673988.148999823 6580931.26999384)
15245;15002;1;LINESTRING(675833.114999796 6576326.85899335,674668.14399981 6581500.41499363)
15042;12025;1;LINESTRING(674784.616999809 6580881.92599361,671452.43499986 6584424.1209945)
16964;17362;1;LINESTRING(665550.954999902 6615557.09199561,665660.750999937 6582957.04799587)
15252;11539;1;LINESTRING(675473.536999801 6577511.15199345,672275.65299985 6582646.2439943)
15935;14640;1;LINESTRING(673484.85299984 6575904.99299405,676277.003999779 6581242.94699315)
12194;15811;1;LINESTRING(670543.01599988 6579750.73399479,667774.63799992 6576434.76599547)
11249;7671;1;LINESTRING(666957.276999914 6589867.57699553,664004.199999923 6612616.80899596)
16328;14870;1;LINESTRING(664377.725999918 6613345.94099588,674967.236999808 6578929.45399358)
9874;15397;1;LINESTRING(678894.775999747 6568176.70999247,676662.491999785 6573269.88899313)
11217;16384;1;LINESTRING(669195.143999888 6588095.99299503,665063.908999931 6594656.29499589)
11368;17269;1;LINESTRING(668948.248999895 6585015.53199512,664177.476999953 6581556.32099617)
11598;11373;1;LINESTRING(673731.125999825 6582339.9269939,667041.180999919 6585052.51499556)
15958;11548;1;LINESTRING(668000.072999918 6576168.54099542,673937.634999824 6581015.64499386)
11524;14770;1;LINESTRING(672867.65099984 6582638.41699414,675308.186999803 6578433.66299349)
7319;16730;1;LINESTRING(663706.775999931 6607577.78699606,664957.496999931 6595588.34199591)
10931;9345;1;LINESTRING(667941.340999913 6581385.92199539,671594.616999876 6571819.7819946)
9874;15446;1;LINESTRING(678894.775999747 6568176.70999247,676696.030999785 6573111.31999313)
12144;11551;1;LINESTRING(669922.194999879 6587481.92099486,672506.437999847 6581505.22699425)
11246;11925;1;LINESTRING(668496.799999897 6588561.61499519,673288.233999828 6585308.07599399)
11614;16209;1;LINESTRING(673459.742999831 6581549.76899399,664542.606999949 6582262.6219961)
14679;15251;1;LINESTRING(676353.923999777 6581516.83499311,675421.209999802 6577403.87699346)
11644;13819;1;LINESTRING(674484.995999816 6579781.47499371,681185.704999668 6579387.69799146)
12194;14437;1;LINESTRING(670543.01599988 6579750.73399479,676191.049999777 6583253.32399314)
15729;10771;1;LINESTRING(676878.491999773 6577556.86799301,676324.711999795 6571769.03999326)
12160;15965;1;LINESTRING(671211.126999868 6580958.3679946,672738.82499985 6577001.28099424)
7319;16384;1;LINESTRING(663706.775999931 6607577.78699606,665063.908999931 6594656.29499589)
7670;7405;1;LINESTRING(663516.788999928 6612595.89099606,663871.87399993 6607633.58499603)
11654;13431;1;LINESTRING(673700.123999824 6583463.65899389,682939.796999608 6583815.26699068)
14794;13271;1;LINESTRING(675487.382999798 6579240.70499342,679931.163999701 6579035.55799193)
12144;16998;1;LINESTRING(669922.194999879 6587481.92099486,665352.209999904 6615672.65599565)
16541;17147;1;LINESTRING(665359.874999921 6600974.46099578,665736.972999926 6591775.95399578)
12142;12230;1;LINESTRING(670808.553999876 6580094.89299471,671247.208999861 6585874.24799454)
13178;12410;1;LINESTRING(678969.345999715 6583284.24099221,671826.32699986 6580698.12199444)
15338;15192;1;LINESTRING(672599.213999852 6577084.57699428,676927.896999771 6578208.07899298)
12161;1278;1;LINESTRING(670461.736999875 6584644.93399475,673213.644999837 6581065.86599406)
15743;14641;1;LINESTRING(678141.83399975 6575452.45199262,676294.632999779 6581277.33899314)
15338;12055;1;LINESTRING(672599.213999852 6577084.57699428,669875.083999879 6587512.34599487)
16511;13168;1;LINESTRING(665354.282999905 6614687.31499566,668598.887999882 6598862.66999507)
6969;8464;1;LINESTRING(659165.628999981 6596022.96799696,654994.930000005 6599037.86399755)
16964;15892;1;LINESTRING(665550.954999902 6615557.09199561,672289.868999864 6572533.07999441)
16964;16407;1;LINESTRING(665550.954999902 6615557.09199561,665465.667999925 6595649.4959958)
7400;16697;1;LINESTRING(663763.708999932 6606917.88299606,665368.232999923 6598571.8089958)
11661;16401;1;LINESTRING(672149.780999852 6582307.27499434,665797.973999925 6592311.10199576)
15315;11470;1;LINESTRING(672084.698999859 6578176.6669944,674623.823999814 6579711.16799367)
12131;15002;1;LINESTRING(671564.523999857 6585278.24499446,674668.14399981 6581500.41499363)
11249;12323;1;LINESTRING(666957.276999914 6589867.57699553,670876.114999866 6586072.71799463)
14798;11483;1;LINESTRING(674871.595999811 6578715.32999361,673563.78299983 6581082.44799396)
12144;16929;1;LINESTRING(669922.194999879 6587481.92099486,665452.546999931 6590320.25599585)
11469;16783;1;LINESTRING(673734.362999828 6580741.28599392,665151.750999906 6615816.19499569)
11465;14572;1;LINESTRING(672568.30799985 6579389.32399426,675830.427999785 6582947.26299326)
11583;9073;1;LINESTRING(672361.855999853 6579408.82099431,668685.263999918 6568976.04899534)
11575;11483;1;LINESTRING(674144.079999822 6579531.38699381,673563.78299983 6581082.44799396)
15763;11470;1;LINESTRING(671116.462999878 6575019.46499469,674623.823999814 6579711.16799367)
14589;14439;1;LINESTRING(676354.891999781 6579187.21899315,676357.202999781 6579110.10899315)
15501;11470;1;LINESTRING(676320.66499979 6574416.56799323,674623.823999814 6579711.16799367)
1277;15354;1;LINESTRING(672809.740999843 6581145.96099417,675452.646999802 6577712.52899345)
16661;14935;1;LINESTRING(666332.405999927 6585373.7329957,674978.086999806 6580283.36699356)
11612;13516;1;LINESTRING(673975.700999825 6579482.35499386,683772.570999594 6579366.03299042)
11254;16736;1;LINESTRING(668639.606999895 6588717.60399516,665286.381999924 6598024.91099582)
11254;16730;1;LINESTRING(668639.606999895 6588717.60399516,664957.496999931 6595588.34199591)
7564;16783;1;LINESTRING(663910.762999927 6610102.112996,665151.750999906 6615816.19499569)
17260;16687;1;LINESTRING(664727.045999954 6575453.03499611,664472.359999956 6575182.99799617)
12070;11649;1;LINESTRING(669602.597999887 6584709.51299497,672009.544999856 6580925.30399439)
7404;16707;1;LINESTRING(663837.300999929 6608224.47299603,665532.953999921 6599148.70799576)
11516;14583;1;LINESTRING(674359.388999815 6581463.68099373,677017.738999757 6584725.23199285)
11046;11622;1;LINESTRING(669227.619999897 6580482.6789951,673966.948999822 6581525.91699384)
12047;16179;1;LINESTRING(670236.329999878 6584083.29699482,675723.862999797 6577174.89999337)
12220;12324;1;LINESTRING(671172.730999872 6579022.48199463,670376.002999877 6583675.05699479)
15968;13469;1;LINESTRING(674029.155999829 6576791.43999388,683181.620999611 6579451.86199066)
11254;16384;1;LINESTRING(668639.606999895 6588717.60399516,665063.908999931 6594656.29499589)
16745;16923;1;LINESTRING(665454.95699992 6600819.04199576,666294.882999922 6590342.46499567)
11992;11503;1;LINESTRING(672709.898999836 6586488.37399414,674338.754999817 6580876.52599374)
12423;11331;1;LINESTRING(671603.353999857 6585114.68999446,666836.882999915 6590211.05899556)
14873;10953;1;LINESTRING(674855.31099981 6579317.03599361,667570.570999918 6580406.62099548)
15150;11622;1;LINESTRING(674892.348999813 6577352.30199362,673966.948999822 6581525.91699384)
12113;15076;1;LINESTRING(671082.108999871 6580697.02599464,675044.228999808 6578268.49199357)
11642;16401;1;LINESTRING(672667.102999845 6581561.66399421,665797.973999925 6592311.10199576)
11430;11248;1;LINESTRING(672944.690999838 6583129.26999411,668118.497999901 6589103.65899528)
16609;13016;1;LINESTRING(665305.848999905 6615435.63399566,669742.769999869 6596594.39899481)
11642;12239;1;LINESTRING(672667.102999845 6581561.66399421,671864.589999851 6586205.67599437)
15774;11565;1;LINESTRING(671163.389999875 6577027.69999466,673956.54899982 6583003.54999383)
13181;14590;1;LINESTRING(677320.189999762 6578510.01799285,676357.811999781 6579111.26699315)
14927;11390;1;LINESTRING(675860.780999785 6582525.69899326,668234.722999904 6584903.90399529)
16737;12548;1;LINESTRING(665290.423999924 6597938.97499582,669227.090999855 6612634.25799477)
11631;17066;1;LINESTRING(672073.751999851 6584033.56899434,666102.384999921 6592731.93299569)
11464;11470;1;LINESTRING(672636.700999849 6579170.18899424,674623.823999814 6579711.16799367)
16745;17147;1;LINESTRING(665454.95699992 6600819.04199576,665736.972999926 6591775.95399578)
11631;11253;1;LINESTRING(672073.751999851 6584033.56899434,668577.870999895 6588762.62599517)
11482;11476;1;LINESTRING(673341.422999834 6581371.36399402,673671.969999829 6580537.50499394)
14938;15936;1;LINESTRING(675094.422999802 6581306.61099351,673959.94999983 6576468.65499391)
12423;16924;1;LINESTRING(671603.353999857 6585114.68999446,666531.666999919 6590171.36499562)
6610;15813;1;LINESTRING(661527.834999973 6584268.24399664,670871.657999882 6574903.51999476)
11631;16401;1;LINESTRING(672073.751999851 6584033.56899434,665797.973999925 6592311.10199576)
6524;16806;1;LINESTRING(658291.614999992 6590171.46599713,664119.317999941 6593842.47999609)
12032;15026;1;LINESTRING(671612.257999858 6584431.41099446,675423.986999795 6581833.5179934)
15209;11601;1;LINESTRING(671638.554999867 6577675.49099453,672823.531999842 6581844.01299416)
12423;11248;1;LINESTRING(671603.353999857 6585114.68999446,668118.497999901 6589103.65899528)
15858;11704;1;LINESTRING(667794.04299992 6575988.07699547,672299.126999835 6592352.42899418)
16745;7563;1;LINESTRING(665454.95699992 6600819.04199576,663765.18499993 6608700.58999604)
6213;18056;1;LINESTRING(649096.568000027 6601857.75899823,644317.705000037 6605321.07899866)
8638;8653;1;LINESTRING(662422.687999973 6576919.87799653,661721.60499998 6574562.30499667)
14938;12207;1;LINESTRING(675094.422999802 6581306.61099351,669373.115999895 6580976.35899506)
15028;11470;1;LINESTRING(676943.513999769 6578880.39599296,674623.823999814 6579711.16799367)
15093;14945;1;LINESTRING(674887.591999782 6595257.84699339,675562.055999791 6582156.13899336)
6213;18581;1;LINESTRING(649096.568000027 6601857.75899823,645117.612000035 6605521.75099859)
13281;15513;1;LINESTRING(679799.416999705 6578459.05199199,684496.210999577 6577054.14599015)
9866;15396;1;LINESTRING(678746.600999749 6569009.28599251,676592.461999786 6573582.99099315)
11046;14537;1;LINESTRING(669227.619999897 6580482.6789951,675753.895999789 6581671.5409933)
15669;14939;1;LINESTRING(683799.720999599 6576958.72699045,675154.250999801 6581072.3729935)
16176;11492;1;LINESTRING(683699.676999601 6577376.45199049,673988.148999823 6580931.26999384)
10698;15127;1;LINESTRING(676740.059999786 6571900.04599313,675344.232999803 6577636.94299348)
15968;12409;1;LINESTRING(674029.155999829 6576791.43999388,670983.389999872 6580879.88099466)
12070;15046;1;LINESTRING(669602.597999887 6584709.51299497,674731.111999808 6581502.17799362)
15702;14590;1;LINESTRING(677748.432999754 6578030.28099271,676357.811999781 6579111.26699315)
7606;16991;1;LINESTRING(663600.182999929 6610751.22699606,665080.994999908 6615642.86599571)
7630;16965;1;LINESTRING(663479.588999932 6609813.92599609,665478.857999903 6615535.21899562)
13374;15842;1;LINESTRING(679278.424999703 6585687.60899206,671841.249999871 6572507.65399453)
11430;16158;1;LINESTRING(672944.690999838 6583129.26999411,672117.668999859 6578158.06899439)
19099;13251;1;LINESTRING(690000.584999364 6580822.9349874,679649.002999707 6579073.13399203)
16111;15325;1;LINESTRING(671805.934999864 6577882.33999448,677423.235999761 6578026.04399282)
11215;11948;1;LINESTRING(668821.959999892 6588464.94599512,672069.99099985 6584405.96199434)
11193;16736;1;LINESTRING(668523.367999896 6588506.19399519,665286.381999924 6598024.91099582)
17109;16779;1;LINESTRING(665499.95099992 6600159.70899575,666619.478999918 6590113.4399956)
11516;14587;1;LINESTRING(674359.388999815 6581463.68099373,677289.902999763 6578503.15199286)
11523;14586;1;LINESTRING(674273.287999819 6580585.78099377,677084.876999767 6578466.67499293)
12423;17147;1;LINESTRING(671603.353999857 6585114.68999446,665736.972999926 6591775.95399578)
14905;12028;1;LINESTRING(675492.002999793 6581996.31599338,670885.221999868 6584687.63799465)
13214;12031;1;LINESTRING(678706.400999731 6578453.81499238,671008.382999867 6584501.58199462)
16812;16731;1;LINESTRING(665469.72699992 6600548.69899576,665004.011999931 6594813.5409959)
11254;7551;1;LINESTRING(668639.606999895 6588717.60399516,663741.143999927 6611384.25499602)
17109;16385;1;LINESTRING(665499.95099992 6600159.70899575,665649.896999926 6593061.67699579)
11642;15005;1;LINESTRING(672667.102999845 6581561.66399421,674803.83099981 6579935.31199362)
11637;6758;1;LINESTRING(672414.80099985 6580981.20299428,663520.005999955 6585772.62099627)
16095;11535;1;LINESTRING(671348.53299987 6578210.7459946,673745.099999824 6582672.04299389)
16111;15032;1;LINESTRING(671805.934999864 6577882.33999448,674810.332999808 6580781.2539936)
10927;14939;1;LINESTRING(668358.063999904 6583945.56099527,675154.250999801 6581072.3729935)
4475;4180;1;LINESTRING(661645.076999985 6570207.64599671,657675.298000012 6566983.19099734)
